brandname,details,sizes,mrp,sellprice,discount%,category women
zink london,solid polyester blend regular fit womens pants  grey,X-Large,1899,1139,40,Westernwear
life,regular fit regular length denim womens jeans  ice,262830323436Medium,1699,849,50,Westernwear
altlife,solid cotton full length womens joggers  black,2830323436,999,499,50,Westernwear
rare,solid polyester round neck womens aline dress  red,LargeMediumSmallX-Large,1499,674,55,Westernwear
indya,shraddha kapoor for indya embellished hot wrap crop top  pink,LargeMediumSmallX-LargeX-Small,1300,1040,20,Westernwear
fratini,printed polyester vneck womens aline dress  lilac,LargeMediumSmallX-LargeXX-Large,1899,949,50,Westernwear
life,printed viscose wide neck womens regular top  off white,LargeMediumSmallX-LargeX-Small,1199,599,50,Westernwear
zink london,printed polyester v neck womens top  multi,LargeMediumSmallX-Large,1499,899,40,Westernwear
rare,printed rayon round neck womens flared dress  maroon,Medium,2399,1079,55,Westernwear
latin quarters,dyed round neck polyester womens regular knit top  pink,SMLXLX-Small,1599,799,50,Westernwear
fratini,solid viscose blend round neck womens tshirt  lilac,LargeMediumSmallX-LargeXX-Large,699,349,50,Westernwear
life,skinny fit regular length cotton lycra womens jeans  indigo,262830323436,1299,649,50,Westernwear
zink london,checks rayon womens shift dress  green,LargeMediumX-Large,2199,879,60,Westernwear
and,floral polyester round neck womens straight top  sage,81012141618,2099,1679,20,Westernwear
altlife,patch work cotton regular neck womens top and shorts  lilac,LargeMediumSmallX-LargeXX-Large,1299,649,50,Westernwear
life,viscose blend collar neck womens regular top  off white,LargeMediumSmallX-LargeX-Small,899,449,50,Westernwear
juniper,printed short sleeves rayon womens full length jumpsuit  mustard,LargeMediumSmallX-LargeXX-Large,2999,1799,40,Westernwear
kraus,light wash cotton skinny fit womens jeans  dark blue,28303234,1895,947,50,Westernwear
zink london,printed v neck polyester womens wrap dress  blue,LargeMediumSmallX-LargeXX-Large,2999,1499,50,Westernwear
life,skinny fit regular length cotton lycra womens jeans  black,262830323436,1299,649,50,Westernwear
stop,regular fit regular length viscose blend womens treggings  black mix,2830323436,999,499,50,Westernwear
madame,pencil fit above knee cotton blend womens casual skirt  ice blue,262830323436,2199,1319,40,Westernwear
faballey,textured georgette square neck womens regular dress  yellow,LargeMediumSmallX-LargeX-Small,2100,1680,20,Westernwear
zink london,womens regular fit solid round neck tshirt  green,X-Large,1199,399,67,Westernwear
life,printed cotton blend hood womens sweatshirt  blue,LargeMediumSmallX-LargeX-Small,1299,649,50,Westernwear
madame,solid polyester blend v neck womens dress  indigo,LargeMediumSmallX-LargeXX-Large,2699,1889,30,Westernwear
only,all over print cotton round neck womens tshirt  blue,LargeMediumSmallX-LargeX-Small,1999,1399,30,Westernwear
infuse,graphic cotton round neck womens regular fit tshirt  peach,LargeMediumSmallX-LargeX-SmallXX-Large,499,199,60,Westernwear
kraus,skinny ankle length cotton blend womens jeans  black,283032343638,1895,1705,10,Westernwear
altlife,printed polyester blend regular neck womens tshirt  old rose,LargeMediumSmallX-LargeX-SmallXX-Large,799,399,50,Westernwear
and,floral polyester v neck womens flared top  black,810141618,1999,1599,20,Westernwear
rare,floral polyester round neck womens aline dress  black,LargeMediumSmallX-Large,1899,854,55,Westernwear
madame,printed polyester mandarin womens top  blue,LargeMediumSmallX-LargeXX-Large,1699,1019,40,Westernwear
rare,regular fit calf length crepe womens casual skirt  navy,LargeMediumSmallX-Large,1699,764,55,Westernwear
lovegen,skinny fit ankle length cottonwomens jeans  light blue,303234,1999,599,70,Westernwear
only,solid cotton peter pan collar womens casual shirt  blue,3436384042,2499,1499,40,Westernwear
zink london,regular fit full length viscose womens casual skirt  off white,LargeMediumSmallX-LargeX-Small,1899,1139,40,Westernwear
zink london,floral polyester square neck womens dress  green,LargeMediumSmallX-LargeX-SmallXX-Large,2699,1619,40,Westernwear
faballey,textured crepe round neck womens midi dress  blue,LargeMediumSmallX-LargeX-Small,2800,2240,20,Westernwear
infuse,floral v neck rayon womens dress  mauve,LargeMediumSmallX-LargeX-SmallXX-Large,1299,649,50,Westernwear
only,solid cotton regular womens tshirt  purple,LargeMediumSmallX-LargeX-Small,1799,899,50,Westernwear
life,solid polyester blend round neck womens tshirt  olive,LargeMediumSmallX-LargeX-Small,999,499,50,Westernwear
rare,solid regular fit polyester womens casual wear trousers  mustard,MediumSmallX-Large,1899,759,60,Westernwear
life,regular fit regular length cotton lycra womens jeans  indigo,26283032,999,499,50,Westernwear
zink london,checks tie up neck cotton womens casual shirt  white,LargeMediumSmallX-SmallXX-Large,1699,1019,40,Westernwear
van heusen,solid polyester regular fit womens jacket  maroon,LargeMediumSmallX-Small,4499,2499,44,Westernwear
zink london,floral polyester v neck womens dress  pink,LargeMediumSmallX-LargeXX-Large,3299,1979,40,Westernwear
zink london,solid viscose blend round neck womens straight top  yellow,LargeMediumSmallX-LargeX-SmallXX-Large,1599,959,40,Westernwear
rare,solid polyester round neck womens regular top  peach,LargeMediumSmallX-Large,1299,519,60,Westernwear
zink london,solid regular fit polyester womens casual trousers  brown,LargeX-Large,1999,599,70,Westernwear
latin quarters,dyed round neck cotton womens regular dress  peach,SMXL,2499,1249,50,Westernwear
rare,solid polyester round neck womens aline dress  black,LargeMediumSmall,1999,899,55,Westernwear
life,embroidered cotton blend wide neck womens tshirt  white,LargeMediumSmallX-LargeX-Small,1199,599,50,Westernwear
madame,solid cotton blend round neck womens top  navy,LargeMediumSmallX-LargeXX-Large,999,599,40,Westernwear
zink london,solid sleeveless polyester womens jumpsuit  navy,LargeMediumSmallX-LargeXX-Large,2799,1679,40,Westernwear
forever new,printed viscose v neck womens top  print,6810121416,3600,2340,35,Westernwear
faballey,embroidered cotton square neck womens regular top  white,LargeMediumSmallX-LargeX-Small,1600,1280,20,Westernwear
madame,stripes polyester v neck womens top  blue,LargeMediumSmallX-LargeXX-Large,1799,1259,30,Westernwear
life,embroidered cotton blend wide neck womens tshirt  orange,LargeMediumSmallX-LargeX-Small,1199,599,50,Westernwear
madame,solid cotton blend round neck womens shirts  natural,LargeSmallX-LargeXX-Large,1799,1259,30,Westernwear
madame,stripes skinny fit woven polyster womens trousers  mint,303234,2699,1619,40,Westernwear
life,solid cotton blend collar neck womens regular top  indigo,LargeMediumSmallX-LargeX-Small,1299,649,50,Westernwear
faballey,printed sleeveless georgette womens regular length jumpsuit  purple,LargeMediumSmallX-LargeX-Small,2300,1840,20,Westernwear
fratini,printed polyester wide neck womens regular top  teal,LargeMediumSmallX-LargeXX-Large,1199,599,50,Westernwear
stop,solid nr roma regular neck womens regular dress  black,LargeMediumSmallX-LargeX-SmallXX-Large,1999,999,50,Westernwear
fratini,regular fit regular length nr roma womens treggings  black,262830323436,1299,649,50,Westernwear
zink london,lace polyester round neck womens dress  pink,LargeMediumSmallX-LargeX-SmallXX-Large,2799,1679,40,Westernwear
kraus,baggy fit ankle length cotton womens jeans  blue,28303234,2095,1466,30,Westernwear
magre,solid satin cowl neck womens sheath dress  blue,LargeMediumSmallX-Small,3790,2084,45,Westernwear
life,solid viscose round neck womens regular top  off white,LargeMediumSmallX-LargeX-Small,1299,649,50,Westernwear
life,skinny fit ankle length denim womens jeans  black,262830323436,1499,749,50,Westernwear
madame,textured cotton round neck womens top  off white,LargeMediumSmallX-Large,1499,1049,30,Westernwear
zink london,solid polyester mandarin womens casual shirt  white,LargeMediumSmall,1499,899,40,Westernwear
life,patterend wide neck viscose womens regular dress  pink,LargeMediumSmallX-LargeX-Small,1499,749,50,Westernwear
zink london,embroidered polyester off shoulder womens top  pink,LargeMediumSmallX-LargeX-SmallXX-Large,1999,1199,40,Westernwear
kraus,skinny ankle length cotton blend womens jeans  black,283032343638,1795,1615,10,Westernwear
allen solly,solid round neck viscose womens fit and flare knit dress  navy,LargeMediumSmallX-Small,2299,1379,40,Westernwear
and,solid cotton collar neck womens straight top  white,81012141618,1899,1519,20,Westernwear
zink london,printed cotton womens shift dress  blue,Large,2799,1119,60,Westernwear
life,embroidered cotton lycra round neck womens tshirt  white,LargeMediumSmallX-LargeX-Small,1199,599,50,Westernwear
kraus,clean look cotton wide fit womens jeans  dark blue,2830323436,1895,1705,10,Westernwear
juniper,ethnic motifs mandarin neck cambric womens tiered dresses with mask  black,LargeMediumSmallX-LargeXX-Large,2499,999,60,Westernwear
van heusen,checks polyester v neck womens dress  grey,LargeSmallX-Small,3499,1499,57,Westernwear
only,cotton collarless womens regular top  green,3436384042,2299,1379,40,Westernwear
madame,mid wash denim straight fit womens jeans  indigo,2830323436,2999,2099,30,Westernwear
cover story,solid polyester regular womens casual wear trousers  mint,2628303234,2590,1813,30,Westernwear
van heusen,textured regular fit polyester blend womens formal wear trousers  navy,26283032,2199,999,55,Westernwear
latin quarters,solid shirt collar cotton womens regular fit dress  brown,S,1999,799,60,Westernwear
rare,striped polyester mandarin collar womens shirt style top  peach,LargeMediumSmall,1599,559,65,Westernwear
kraus,skinny fit ankle length cotton blend womens jeans  blue,283032343638,1995,1396,30,Westernwear
zink london,solid cotton round neck womens dress  pink,LargeMediumSmallX-LargeX-SmallXX-Large,2399,1439,40,Westernwear
altlife,printed cotton stretch full length womens joggers  black,2830323436,1299,649,50,Westernwear
fratini,regular fit regular length cotton blend womens jeans  indigo,262830323436,1299,649,50,Westernwear
altlife,solid polyester blend ankle length womens tights  black,2830323436,1299,649,50,Westernwear
life,printed cotton blend collar neck womens top  brown,LargeMediumSmallX-LargeX-Small,899,449,50,Westernwear
zink london,solid cotton tie up neck� womens dress  green,LargeMediumX-Large,2799,1679,40,Westernwear
insense,printed regular fit cotton womens pyjama set  black mix,LargeMediumSmallX-Large,999,499,50,Westernwear
zink london,solid regular fit polyester womens joggers  black,LargeMediumX-Large,1799,1079,40,Westernwear
stop,printed regular neck cotton stretch womens formal shirt  ocean,LargeMediumSmallX-LargeXX-Large,999,499,50,Westernwear
zink london,lace polyester round neck womens dress  pink,LargeMediumSmallX-LargeXX-Large,3299,1979,40,Westernwear
life,regular fit regular length denim womens jeans  indigo,262830323436,1699,849,50,Westernwear
infuse,solid round neck viscose womens regular dress  pink,LargeSmallX-Small,1499,749,50,Westernwear
zink london,solid viscose blend round neck womens top  off white,LargeMediumSmallX-LargeX-SmallXX-Large,1599,959,40,Westernwear
allen solly,solid polyester regular fit womens trousers  chocolate,2830323436,1999,1199,40,Westernwear
zink london,womens regular fit solid round neck tshirt  green,LargeMediumSmallX-Large,1199,399,67,Westernwear
allen solly,solid rayon regular fit womens trousers  navy,262830323436,1299,1039,20,Westernwear
and,solid polyester crew neck womens top  teal,8101418,2699,1754,35,Westernwear
allen solly,printed round neck viscose womens fit and flare dress  grey,LargeMediumSmallX-Large,2299,1379,40,Westernwear
life,solid cotton collar neck womens regular top  black,LargeMediumSmallX-LargeX-Small,999,499,50,Westernwear
life,regular fit ankle length denim womens jeans  ice,262830323436,1999,999,50,Westernwear
life,printed polyester round neck womens active wear tshirt  mauve,LargeMediumSmallX-LargeX-SmallXX-Large,499,249,50,Westernwear
altlife,printed cotton round neck womens active wear tshirt  black,LargeMediumSmallX-LargeX-SmallXX-Large,399,199,50,Westernwear
altlife,printed cotton regular neck womens tshirt  wine,LargeMediumSmallX-LargeX-SmallXX-Large,499,249,50,Westernwear
altlife,regular fit thigh length cotton womens active wear shorts  black,2830323436,499,249,50,Westernwear
rare,printed crepe round neck womens top  black,LargeMediumSmallX-Large,1199,539,55,Westernwear
zink london,solid collar neck polyester womens casual coat  black,LargeMediumSmallX-Large,1799,1079,40,Westernwear
life,printed cotton round neck womens regular tshirt  white,LargeMediumSmallX-LargeX-Small,599,299,50,Westernwear
life,striped cotton blend collar neck womens tshirt  grey melange,LargeMediumSmallX-LargeX-Small,799,399,50,Westernwear
altlife,solid polyester blend ankle length womens tights  dark grey,2830323436,1299,649,50,Westernwear
latin quarters,dyed round neck polyester womens regular dress  pink,SL,2499,799,68,Westernwear
latin quarters,dyed vneck polyester womens regular dress  maroon,SMLXLX-SmallXX-Large,2499,799,68,Westernwear
and,embroidered polyester square neck womens top  magenta,12,1899,759,60,Westernwear
fratini,printed v neck viscose womens regular dress  black,LargeMediumSmallX-Large,1499,749,50,Westernwear
zink london,abstract viscose blend v neck womens top  green,LargeMediumSmallX-LargeX-SmallXX-Large,1799,1079,40,Westernwear
rare,floral georgette off shoulder womens flared dress  white,LargeMediumSmall,1899,854,55,Westernwear
life,solid viscose blend round neck womens tshirt  blue,LargeMediumSmallX-LargeX-Small,699,349,50,Westernwear
life,embroidered cotton lycra round neck womens tshirt  powder blue,LargeMediumSmallX-LargeX-Small,1199,599,50,Westernwear
only,checks cotton round neck womens top  yellow,3436384042,2499,1499,40,Westernwear
van heusen,printed modal round neck womens top  light blue,LargeMediumSmallX-LargeX-Small,2299,999,57,Westernwear
rare,solid rayon mandarin womens regular top  black,LargeMediumSmall,1299,584,55,Westernwear
calvin klein underwear,solid nylon blend womens regular dress  black,SMLXLXX-Large,2999,2099,30,Westernwear
and,solid v neck polyester womens flared dresses  pink,810121416,2499,1999,20,Westernwear
life,regular fit mid length twill womens casual shorts  black,2628303234,799,399,50,Westernwear
and,floral round neck polyester womens regular dress  white,8101214,2899,2319,20,Westernwear
life,solid viscose blend wide neck womens tshirt  white,LargeMediumSmallX-LargeX-Small,1299,649,50,Westernwear
