age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,experience,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,marialstatus
34,0,frequently,1069,research & development,2,1,life sciences,256,4,Male,45,2,2,manufacturing director,3,Married,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9,married
51,0,rarely,313,research & development,3,3,medical,258,4,Female,98,3,4,healthcare representative,2,Single,13734,7192,3,0,18,3,3,0,21,6,3,7,7,1,0,single
27,0,rarely,894,research & development,9,3,medical,260,4,Female,99,3,1,research scientist,2,Single,2279,11781,1,0,16,3,4,0,7,2,2,7,7,0,3,single
35,0,rarely,556,research & development,23,2,life sciences,261,2,Male,50,2,2,manufacturing director,3,Married,5916,15497,3,1,13,3,1,0,8,1,3,1,0,0,1,married
43,0,non,1344,research & development,7,3,medical,262,4,Male,37,4,1,research scientist,4,Divorced,2089,5228,4,0,14,3,4,3,7,3,4,5,4,2,2,divorced
37,0,rarely,290,research & development,21,3,life sciences,267,2,Male,65,4,1,research scientist,1,Married,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7,married
35,0,frequently,138,research & development,2,3,medical,269,2,Female,37,3,2,laboratory technician,2,Single,4425,15986,5,0,11,3,4,0,10,5,3,6,2,1,2,single
42,0,non,926,research & development,21,2,medical,270,3,Female,36,3,2,manufacturing director,3,Divorced,5265,16439,2,0,16,3,2,1,11,5,3,5,3,0,2,divorced
38,0,rarely,1261,research & development,2,4,life sciences,271,4,Male,88,3,2,manufacturing director,3,Married,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0,married
38,0,rarely,1084,research & development,29,3,technical degree,273,4,Male,54,3,2,manufacturing director,4,Married,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7,married
27,0,frequently,472,research & development,1,1,technical degree,274,3,Male,60,2,2,manufacturing director,1,Married,4298,9679,5,0,19,3,3,1,6,1,3,2,2,2,0,married
49,0,non,1002,research & development,18,4,life sciences,275,4,Male,92,3,2,manufacturing director,4,Divorced,6804,23793,1,1,15,3,1,2,7,0,3,7,7,1,7,divorced
34,0,frequently,878,research & development,10,4,medical,277,4,Male,43,3,1,research scientist,3,Divorced,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0,divorced
40,0,rarely,905,research & development,19,2,medical,281,3,Male,99,3,2,laboratory technician,4,Married,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7,married
38,0,rarely,1180,research & development,29,1,medical,282,2,Male,70,3,2,healthcare representative,1,Married,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,married
29,0,rarely,121,sales,27,3,marketing,283,2,Female,35,3,3,sales executive,4,Married,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9,married
22,0,rarely,1136,research & development,5,3,life sciences,284,4,Male,60,4,1,research scientist,2,Divorced,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2,divorced
36,0,frequently,635,research & development,18,1,medical,286,2,Female,73,3,1,laboratory technician,4,Single,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7,single
40,0,non,1151,research & development,9,5,life sciences,287,4,Male,63,2,2,healthcare representative,4,Married,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2,married
46,0,rarely,644,research & development,1,4,medical,288,4,Male,97,3,3,healthcare representative,1,Divorced,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,divorced
32,0,rarely,1045,sales,4,4,medical,291,4,Male,32,1,3,sales executive,4,Married,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8,married
30,0,non,829,research & development,1,1,life sciences,292,3,Male,88,2,3,manufacturing director,3,Single,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8,single
27,0,frequently,1242,sales,20,3,life sciences,293,4,Female,90,3,2,sales executive,3,Single,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,single
51,0,rarely,1469,research & development,8,4,life sciences,296,2,Male,81,2,3,research director,2,Married,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7,married
30,0,rarely,1005,research & development,3,3,technical degree,297,4,Female,88,3,1,research scientist,1,Single,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4,single
41,0,rarely,896,sales,6,3,life sciences,298,4,Female,75,3,3,manager,4,Single,13591,14674,3,1,18,3,3,0,16,3,3,1,0,0,0,single
30,0,frequently,334,sales,26,4,marketing,299,3,Female,52,2,2,sales executive,1,Single,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1,single
29,0,rarely,992,research & development,1,3,technical degree,300,3,Male,85,3,1,research scientist,3,Single,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5,single
45,0,non,1052,sales,6,3,medical,302,4,Female,57,2,3,sales executive,4,Single,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8,single
54,0,rarely,1147,sales,3,3,marketing,303,4,Female,52,3,2,sales executive,1,Married,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5,married
36,0,rarely,1396,research & development,5,2,life sciences,304,4,Male,62,3,2,laboratory technician,2,Single,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7,single
33,0,rarely,147,research & development,4,4,medical,305,3,Female,47,2,1,research scientist,2,Married,2622,13248,6,0,21,4,4,0,7,3,3,3,2,1,1,married
38,0,rarely,119,sales,3,3,life sciences,307,1,Male,76,3,3,sales executive,3,Divorced,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13,divorced
31,0,non,979,research & development,1,4,medical,308,3,Male,90,1,2,manufacturing director,3,Married,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4,married
59,0,rarely,142,research & development,3,3,life sciences,309,3,Male,70,2,1,research scientist,4,Married,2177,8456,3,0,17,3,1,1,7,6,3,1,0,0,0,married
37,0,frequently,319,sales,4,4,marketing,311,1,Male,41,3,1,sales representative,4,Divorced,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8,divorced
29,0,frequently,1413,sales,1,1,medical,312,2,Female,42,3,3,sales executive,4,Married,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,married
35,0,frequently,944,sales,1,3,marketing,314,3,Female,92,3,3,sales executive,3,Single,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,single
29,0,rarely,896,research & development,18,1,medical,315,3,Male,86,2,1,research scientist,4,Single,2389,14961,1,1,13,3,3,0,4,3,2,4,3,0,1,single
52,0,rarely,1323,research & development,2,3,life sciences,316,3,Female,89,2,1,laboratory technician,4,Single,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2,single
59,0,rarely,818,human resources,6,2,medical,321,2,Male,52,3,1,human resources,3,Married,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,married
33,0,rarely,813,research & development,14,3,medical,325,3,Male,58,3,1,laboratory technician,4,Married,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4,married
43,0,rarely,1034,sales,16,3,marketing,327,4,Female,80,3,4,manager,4,Married,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9,married
33,0,rarely,465,research & development,2,2,life sciences,328,1,Female,39,3,1,laboratory technician,1,Married,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7,married
32,0,rarely,1401,sales,4,2,life sciences,330,3,Female,56,3,1,sales representative,2,Married,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2,married
32,0,rarely,515,research & development,1,3,life sciences,331,4,Male,62,2,1,laboratory technician,3,Single,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2,single
39,0,rarely,1431,research & development,1,4,medical,332,3,Female,96,3,1,laboratory technician,3,Divorced,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2,divorced
32,0,non,976,sales,26,4,marketing,333,3,Male,100,3,2,sales executive,4,Married,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2,married
41,0,rarely,1411,research & development,19,2,life sciences,334,3,Male,36,3,2,research scientist,1,Divorced,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0,divorced
40,0,rarely,1300,research & development,24,2,technical degree,335,1,Male,62,3,2,research scientist,4,Divorced,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7,divorced
31,0,frequently,1327,research & development,3,4,medical,337,2,Male,73,3,3,research director,3,Divorced,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2,divorced
33,0,rarely,832,research & development,5,4,life sciences,338,3,Female,63,2,1,research scientist,4,Married,2911,14776,1,0,13,3,3,1,2,2,2,2,2,0,2,married
34,0,rarely,470,research & development,2,4,life sciences,339,4,Male,84,2,2,manufacturing director,1,Married,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9,married
37,0,rarely,1017,research & development,1,2,medical,340,3,Female,83,2,1,research scientist,1,Married,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2,married
45,0,frequently,1199,research & development,7,4,life sciences,341,1,Male,77,4,2,manufacturing director,3,Married,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2,married
37,0,frequently,504,research & development,10,3,medical,342,1,Male,61,3,3,manufacturing director,3,Divorced,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0,divorced
39,0,frequently,505,research & development,2,4,technical degree,343,3,Female,64,3,3,healthcare representative,3,Single,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8,single
29,0,rarely,665,research & development,15,3,life sciences,346,3,Male,60,3,1,research scientist,4,Single,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5,single
42,0,rarely,916,research & development,17,2,life sciences,347,4,Female,82,4,2,research scientist,1,Single,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2,single
29,0,rarely,1247,sales,20,2,marketing,349,4,Male,45,3,2,sales executive,4,Divorced,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2,divorced
25,0,rarely,685,research & development,1,3,life sciences,350,1,Female,62,3,2,manufacturing director,3,Married,4898,7505,0,0,12,3,4,2,5,3,3,4,2,1,2,married
42,0,rarely,269,research & development,2,3,medical,351,4,Female,56,2,1,laboratory technician,1,Divorced,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8,divorced
51,0,rarely,833,research & development,1,3,life sciences,353,3,Male,96,3,1,research scientist,4,Married,2723,23231,1,0,11,3,2,0,1,0,2,1,0,0,0,married
31,0,frequently,307,research & development,29,2,medical,355,3,Male,71,2,1,laboratory technician,2,Single,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4,single
32,0,frequently,1311,research & development,7,3,life sciences,359,2,Male,100,4,1,laboratory technician,2,Married,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3,married
38,0,non,1327,sales,2,2,life sciences,361,4,Male,39,2,2,sales executive,4,Married,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5,married
32,0,rarely,128,research & development,2,1,technical degree,362,4,Male,84,2,2,laboratory technician,1,Single,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4,single
28,0,rarely,529,research & development,2,4,life sciences,364,1,Male,79,3,1,laboratory technician,3,Single,3485,14935,2,0,11,3,3,0,5,5,1,0,0,0,0,single
29,0,rarely,1210,sales,2,3,medical,366,1,Male,78,2,2,sales executive,2,Married,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,married
31,0,rarely,1463,research & development,23,3,medical,367,2,Male,64,2,2,healthcare representative,4,Married,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8,married
25,0,non,675,research & development,5,2,life sciences,369,2,Male,85,4,2,healthcare representative,1,Divorced,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5,divorced
45,0,rarely,1385,research & development,20,2,medical,372,3,Male,79,3,4,healthcare representative,4,Married,13496,7501,0,1,14,3,2,0,21,2,3,20,7,4,10,married
36,0,rarely,1403,research & development,6,3,life sciences,373,4,Male,47,3,1,laboratory technician,4,Married,3210,20251,0,0,11,3,3,1,16,4,3,15,13,10,11,married
47,0,non,666,research & development,29,4,life sciences,376,1,Male,88,3,3,manager,2,Married,11849,10268,1,1,12,3,4,1,10,2,2,10,7,9,9,married
28,0,rarely,1158,research & development,9,3,medical,377,4,Male,94,3,1,research scientist,4,Married,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4,married
37,0,rarely,228,sales,6,4,medical,378,3,Male,98,3,2,sales executive,4,Married,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1,married
21,0,rarely,996,research & development,3,2,medical,379,4,Male,100,2,1,research scientist,3,Single,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0,single
37,0,non,728,research & development,1,4,medical,380,1,Female,80,3,3,research director,4,Divorced,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,divorced
35,0,rarely,1315,research & development,22,3,life sciences,381,2,Female,71,4,3,manager,2,Divorced,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2,divorced
38,0,rarely,322,sales,7,2,medical,382,1,Female,44,4,2,sales executive,1,Divorced,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7,divorced
26,0,frequently,1479,research & development,1,3,life sciences,384,3,Female,84,3,2,manufacturing director,2,Divorced,6397,26767,1,0,20,4,1,1,6,6,1,6,5,1,4,divorced
42,0,rarely,635,sales,1,1,life sciences,387,2,Male,99,3,2,sales executive,3,Married,4907,24532,1,0,25,4,3,0,20,3,3,20,16,11,6,married
29,0,frequently,442,sales,2,2,life sciences,388,2,Male,44,3,2,sales executive,4,Single,4554,20260,1,0,18,3,1,0,10,3,2,10,7,0,9,single
55,0,rarely,147,research & development,20,2,technical degree,389,2,Male,37,3,2,laboratory technician,4,Married,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8,married
26,0,frequently,496,research & development,11,2,medical,390,1,Male,60,3,2,healthcare representative,1,Married,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3,married
37,0,rarely,1372,research & development,1,3,life sciences,391,4,Female,42,3,1,research scientist,4,Single,2115,15881,1,0,12,3,2,0,17,3,3,17,12,5,7,single
44,0,frequently,920,research & development,24,3,life sciences,392,4,Male,43,3,1,laboratory technician,3,Divorced,3161,19920,3,1,22,4,4,1,19,0,1,1,0,0,0,divorced
38,0,rarely,688,research & development,23,4,life sciences,393,4,Male,82,3,2,healthcare representative,4,Divorced,5745,18899,9,0,14,3,2,1,10,2,3,2,2,1,2,divorced
26,0,rarely,1449,research & development,16,4,medical,394,1,Male,45,3,1,laboratory technician,2,Divorced,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2,divorced
28,0,rarely,1117,research & development,8,2,life sciences,395,4,Female,66,3,1,research scientist,4,Single,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2,single
36,0,rarely,506,research & development,3,3,technical degree,397,3,Male,30,3,2,research scientist,2,Single,4485,26285,4,0,12,3,4,0,10,2,3,8,0,7,7,single
31,0,frequently,444,sales,5,3,marketing,399,4,Female,84,3,1,sales representative,2,Divorced,2789,3909,1,0,11,3,3,1,2,5,2,2,2,2,2,divorced
26,0,rarely,950,sales,4,4,marketing,401,4,Male,48,2,2,sales executive,4,Single,5828,8450,1,1,12,3,2,0,8,0,3,8,7,7,4,single
37,0,frequently,889,research & development,9,3,medical,403,2,Male,53,3,1,research scientist,4,Married,2326,11411,1,1,12,3,3,3,4,3,2,4,2,1,2,married
42,0,frequently,555,sales,26,3,marketing,404,3,Female,77,3,4,sales executive,2,Married,13525,14864,5,0,14,3,4,1,23,2,4,20,4,4,8,married
18,0,rarely,230,research & development,3,3,life sciences,405,3,Male,54,3,1,laboratory technician,3,Single,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,single
35,0,rarely,1232,sales,16,3,marketing,406,3,Male,96,3,3,sales executive,2,Married,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9,married
36,0,frequently,566,research & development,18,4,life sciences,407,3,Male,81,4,1,laboratory technician,4,Married,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,married
51,0,rarely,1302,research & development,2,3,medical,408,4,Male,84,1,2,manufacturing director,2,Divorced,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2,divorced
41,0,rarely,334,sales,2,4,life sciences,410,4,Male,88,3,4,manager,2,Single,16015,15896,1,0,19,3,2,0,22,2,3,22,10,0,4,single
18,0,rarely,812,sales,10,3,medical,411,4,Female,69,2,1,sales representative,3,Single,1200,9724,1,0,12,3,1,0,0,2,3,0,0,0,0,single
28,0,rarely,1476,research & development,16,2,medical,412,2,Male,68,4,2,healthcare representative,1,Single,5661,4824,0,0,19,3,3,0,9,2,3,8,3,0,7,single
31,0,rarely,218,sales,7,3,technical degree,416,2,Male,100,4,2,sales executive,4,Married,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7,married
39,0,rarely,1132,research & development,1,3,medical,417,3,Male,48,4,3,healthcare representative,4,Divorced,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7,divorced
36,0,non,1105,research & development,24,4,life sciences,419,2,Female,47,3,2,laboratory technician,2,Married,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8,married
32,0,rarely,906,sales,7,3,life sciences,420,4,Male,91,2,2,sales executive,3,Married,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,married
38,0,rarely,849,research & development,25,2,life sciences,421,1,Female,81,2,3,research director,2,Married,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,married
58,0,non,390,research & development,1,4,life sciences,422,4,Male,32,1,2,healthcare representative,3,Divorced,5660,17056,2,1,13,3,4,1,12,2,3,5,3,1,2,divorced
31,0,rarely,691,research & development,5,4,technical degree,423,3,Male,86,3,1,research scientist,4,Married,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3,married
31,0,rarely,106,human resources,2,3,human resources,424,1,Male,62,2,2,human resources,1,Married,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0,married
45,0,frequently,1249,research & development,7,3,life sciences,425,1,Male,97,3,3,laboratory technician,1,Divorced,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,divorced
31,0,rarely,192,research & development,2,4,life sciences,426,3,Male,32,3,1,research scientist,4,Divorced,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,divorced
33,0,frequently,553,research & development,5,4,life sciences,428,4,Female,74,3,3,manager,2,Married,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8,married
43,0,frequently,185,research & development,10,4,life sciences,430,3,Female,33,3,1,laboratory technician,4,Single,2455,10675,0,0,19,3,1,0,9,5,3,8,7,1,7,single
49,0,rarely,1091,research & development,1,2,technical degree,431,3,Female,90,2,4,healthcare representative,3,Single,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7,single
52,0,rarely,723,research & development,8,4,medical,433,3,Male,85,2,2,research scientist,2,Married,4941,17747,2,0,15,3,1,0,11,3,2,8,2,7,7,married
27,0,rarely,1220,research & development,5,3,life sciences,434,3,Female,85,3,1,research scientist,2,Single,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2,single
32,0,rarely,588,sales,8,2,technical degree,436,3,Female,65,2,2,sales executive,2,Married,5228,24624,1,1,11,3,4,0,13,2,3,13,12,11,9,married
27,0,rarely,1377,sales,2,3,life sciences,437,4,Male,74,3,2,sales executive,3,Single,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,single
31,0,rarely,691,sales,7,3,marketing,438,4,Male,73,3,2,sales executive,4,Divorced,7547,7143,4,0,12,3,4,3,13,3,3,7,7,1,7,divorced
32,0,rarely,1018,research & development,2,4,medical,439,1,Female,74,4,2,research scientist,4,Single,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7,single
28,0,rarely,1157,research & development,2,4,medical,440,1,Male,84,1,1,research scientist,4,Married,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2,married
30,0,rarely,1275,research & development,28,2,medical,441,4,Female,64,3,2,research scientist,4,Married,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9,married
31,0,frequently,798,research & development,7,2,life sciences,442,3,Female,48,2,3,manufacturing director,3,Married,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9,married
39,0,rarely,1162,sales,3,2,medical,445,4,Female,41,3,2,sales executive,3,Married,5238,17778,4,1,18,3,1,0,12,3,2,1,0,0,0,married
33,0,frequently,508,sales,10,3,marketing,446,2,Male,46,2,2,sales executive,4,Single,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,single
43,0,frequently,559,research & development,10,4,life sciences,448,3,Female,82,2,2,laboratory technician,3,Divorced,5257,6227,1,0,11,3,2,1,9,3,4,9,7,0,0,divorced
27,0,non,210,sales,1,1,marketing,449,3,Male,73,3,2,sales executive,2,Married,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,married
54,0,frequently,928,research & development,20,4,life sciences,450,4,Female,31,3,2,research scientist,3,Single,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,single
43,0,rarely,1001,research & development,7,3,life sciences,451,3,Female,43,3,3,healthcare representative,1,Married,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,married
40,0,rarely,1124,sales,1,2,medical,453,2,Male,57,1,2,sales executive,4,Married,7457,13273,2,1,22,4,3,3,6,2,2,4,3,0,2,married
30,0,rarely,570,sales,5,3,marketing,456,4,Female,30,2,2,sales executive,3,Divorced,6118,5431,1,0,13,3,3,3,10,2,3,10,9,1,2,divorced
27,0,rarely,1130,sales,8,4,marketing,458,2,Female,56,3,2,sales executive,2,Married,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,married
37,0,rarely,1192,research & development,5,2,medical,460,4,Male,61,3,2,manufacturing director,4,Divorced,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4,divorced
38,0,rarely,343,research & development,15,2,life sciences,461,3,Male,92,2,3,research director,4,Divorced,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,divorced
31,0,rarely,1232,research & development,7,4,medical,462,3,Female,39,3,3,manufacturing director,4,Single,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10,single
29,0,rarely,144,sales,10,1,marketing,463,4,Female,39,2,2,sales executive,2,Divorced,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,divorced
35,0,rarely,1296,research & development,5,4,technical degree,464,3,Male,62,3,3,manufacturing director,2,Single,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13,single
23,0,rarely,1309,research & development,26,1,life sciences,465,3,Male,83,3,1,research scientist,4,Divorced,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2,divorced
